date, pm25, pm10, o3, no2, so2, co
2023/11/15, , 34, , 12, , 
2023/11/16, , 29, , 16, , 
2023/11/17, , 26, , 16, , 
2023/11/18, , 26, , 15, , 
2023/11/19, , 24, , 18, , 
2023/11/20, , 33, , 23, , 
2023/11/21, , 29, , 18, , 
2023/11/22, , 30, , 15, , 
2023/11/23, , 34, , 16, , 
2023/11/24, , 40, , 11, , 
2023/11/25, , 38, , 12, , 
2023/11/26, , 26, , 11, , 
2023/11/27, , 43, , 16, , 
2023/11/28, , 36, , 11, , 
2023/11/29, , 26, , 13, , 
2023/11/30, , 33, , 19, , 
2023/12/1, , 28, , 8, , 
2023/12/2, , 19, , 6, , 
2023/12/3, , 19, , 9, , 
2023/12/4, , 34, , 15, , 
2023/12/5, , 27, , 12, , 
2023/12/6, , 22, , 14, , 
2023/12/7, , 23, , 14, , 
2023/12/8, , 15, , 10, , 
2023/12/9, , 15, , 13, , 
2023/12/10, , 16, , 14, , 
2023/12/11, , 18, , 13, , 
2023/12/12, , 19, , 14, , 
2023/12/13, , 38, , 9, , 
2023/12/14, , 33, , 9, , 
2023/12/15, , 39, , 24, , 
2023/12/16, , 30, , 18, , 
2023/12/24, , 15, , 11, , 
2023/12/25, , 20, , 16, , 
2023/12/26, , 27, , 19, , 
2023/12/27, , 39, , 23, , 
2023/12/28, , 36, , 24, , 
2023/12/29, , 35, , 21, , 
2023/12/30, , 34, , 18, , 
2023/12/31, , 25, , 15, , 
2023/7/1, , 17, , 7, , 
2023/7/2, , 19, , 7, , 
2023/7/3, , 18, , 7, , 
2023/7/4, , 20, , 5, , 
2023/7/5, , 18, , 5, , 
2023/7/6, , 17, , 7, , 
2023/7/7, , 19, , 4, , 
2023/7/8, , 23, , 5, , 
2023/7/9, , 28, , 3, , 
2023/7/10, , 30, 26, 7, , 
2023/7/11, , 42, 29, 3, , 
2023/7/12, , 44, 31, 7, , 
2023/7/13, , 32, 32, 7, , 
2023/7/14, , 34, 31, 7, , 
2023/7/15, , 32, 28, 2, , 
2023/7/16, , 23, 31, 6, , 
2023/7/17, , 23, , 14, , 
2023/7/18, , 31, , 6, , 
2023/7/19, , 44, , 11, , 
2023/7/20, , 36, , 5, , 
2023/7/21, , 35, , 6, , 
2023/7/22, , 26, , 7, , 
2023/7/23, , 28, , 11, , 
2023/7/24, , 30, , 7, , 
2023/7/25, , 28, , 4, , 
2023/7/26, , 34, , 11, , 
2023/7/27, , 29, , 11, , 
2023/7/28, , 25, , 7, , 
2023/7/29, , 22, , 5, , 
2023/7/30, , 22, , 7, , 
2023/7/31, , 17, , 6, , 
2023/8/1, , 26, , 7, , 
2023/8/2, , 29, , 6, , 
2023/8/3, , 27, 35, 4, , 
2023/8/4, , 17, 37, 4, , 
2023/8/5, , 20, 31, 7, , 
2023/8/6, , 22, 32, 7, , 
2023/8/7, , 20, 29, 10, , 
2023/8/8, , 24, 31, 8, , 
2023/8/9, , 25, 27, 7, , 
2023/8/10, , 23, , 15, , 
2023/8/11, , 25, , 5, , 
2023/8/12, , 27, , 3, , 
2023/8/13, , 19, , 5, , 
2023/8/14, , 17, , 5, , 
2023/8/15, , 17, , 7, , 
2023/8/16, , 19, , 3, , 
2023/8/17, , 22, , 7, , 
2023/8/18, , 24, , 5, , 
2023/8/19, , 29, , 7, , 
2023/8/20, , 31, , 14, , 
2023/8/21, , 35, , 13, , 
2023/8/22, , 35, 43, 21, , 
2023/8/23, , 36, 37, 14, , 
2023/8/24, , 42, 34, 6, , 
2023/8/25, , 27, 29, 3, , 
2023/8/26, , 25, 21, 6, , 
2023/8/27, , 19, 32, 6, , 
2023/8/28, , 10, 22, 7, , 
2023/8/29, , 12, , 6, , 
2023/8/30, , 16, , 13, , 
2023/8/31, , 16, , 15, , 
2023/9/1, , 18, , 6, , 
2023/9/2, , 17, , 3, , 
2023/9/3, , 16, , 6, , 
2023/9/4, , 20, , 11, , 
2023/9/5, , 24, , 11, , 
2023/9/6, , 20, , 15, , 
2023/9/7, , 21, , 16, , 
2023/9/8, , 22, , 12, , 
2023/9/13, , 23, , 9, , 
2023/9/14, , 20, , 11, , 
2023/9/15, , 21, , 9, , 
2023/9/16, , 13, , 8, , 
2023/9/17, , 29, , 9, , 
2023/9/18, , 44, , 9, , 
2023/9/19, , 21, , 8, , 
2023/9/20, , 17, , 12, , 
2023/9/21, , 17, , 5, , 
2023/9/22, , 14, , 5, , 
2023/9/23, , 14, , 5, , 
2023/9/24, , 14, , 6, , 
2023/9/25, , 14, , 12, , 
2023/9/26, , 17, , 15, , 
2023/9/27, , 21, , 12, , 
2023/9/28, , 24, , 16, , 
2023/9/29, , 23, , 14, , 
2023/9/30, , 26, , 7, , 
2023/4/1, , 32, , 4, , 
2023/4/2, , 24, , 7, , 
2023/4/3, , 17, , 10, , 
2023/4/4, , 18, , 11, , 
2023/4/5, , 22, , 14, , 
2023/4/6, , 25, , 8, , 
2023/4/7, , 21, , 10, , 
2023/4/8, , 22, , 14, , 
2023/4/9, , 20, , 10, , 
2023/4/10, , 22, , 14, , 
2023/4/11, , 24, , 15, , 
2023/4/12, , 32, , 4, , 
2023/4/13, , 36, , 15, , 
2023/4/14, , 34, , 8, , 
2023/4/15, , 32, , 10, , 
2023/4/16, , 23, , 11, , 
2023/4/17, , 28, , 12, , 
2023/4/18, , 30, , 17, , 
2023/4/19, , 33, , 19, , 
2023/4/20, , 36, , 11, , 
2023/4/21, , 37, , 12, , 
2023/4/22, , 42, , 8, , 
2023/4/23, , 39, , 7, , 
2023/4/24, , 30, , 9, , 
2023/4/25, , 24, , 13, , 
2023/4/26, , 25, 30, 16, , 
2023/4/27, , 29, 30, 14, , 
2023/4/28, , 29, 33, 12, , 
2023/4/29, , 23, 30, 9, , 
2023/4/30, , 17, 30, 5, , 
2023/5/1, , 11, 33, 11, , 
2023/5/2, , 14, 33, 15, , 
2023/5/3, , 19, 37, 16, , 
2023/5/4, , 21, 37, 16, , 
2023/5/5, , 22, 35, 8, , 
2023/5/6, , 20, 36, 6, , 
2023/5/7, , 15, 26, 12, , 
2023/5/8, , 16, , 18, , 
2023/5/9, , 21, , 6, , 
2023/5/10, , 19, , 6, , 
2023/5/11, , 17, , 10, , 
2023/5/12, , 10, , 11, , 
2023/5/13, , 10, , 9, , 
2023/5/14, , 10, , 10, , 
2023/5/15, , 12, , 10, , 
2023/5/16, , 16, , 10, , 
2023/5/17, , 17, , 9, , 
2023/5/18, , 21, , 12, , 
2023/5/19, , 21, , 7, , 
2023/5/20, , 15, , 8, , 
2023/5/21, , 15, , 11, , 
2023/5/22, , 17, , 12, , 
2023/5/23, , 20, , 12, , 
2023/5/24, , 22, , 11, , 
2023/5/25, , 17, , 10, , 
2023/5/26, , 15, , 20, , 
2023/5/27, , 23, , 13, , 
2023/5/28, , 28, , 7, , 
2023/5/29, , 28, , 13, , 
2023/5/30, , 28, , 11, , 
2023/5/31, , 25, , 8, , 
2023/6/1, , 20, , 10, , 
2023/6/2, , 19, , 9, , 
2023/6/3, , 19, , 4, , 
2023/6/4, , 14, , 9, , 
2023/6/5, , 15, , 11, , 
2023/6/6, , 19, , 10, , 
2023/6/7, , 20, , 9, , 
2023/6/8, , 19, , 7, , 
2023/6/9, , 24, , 8, , 
2023/6/10, , 27, , 9, , 
2023/6/11, , 22, , 10, , 
2023/6/12, , 22, , 10, , 
2023/6/13, , 19, , 13, , 
2023/6/14, , 18, , 9, , 
2023/6/15, , 23, , 18, , 
2023/6/16, , 29, , 11, , 
2023/6/17, , 30, , 9, , 
2023/6/18, , 25, , 10, , 
2023/6/19, , 23, , 10, , 
2023/6/20, , 31, , 7, , 
2023/6/21, , 39, , 11, , 
2023/6/22, , 41, , 9, , 
2023/6/23, , 33, , 5, , 
2023/6/24, , 44, , 8, , 
2023/6/25, , 23, , 15, , 
2023/6/26, , 29, , 8, , 
2023/6/27, , 29, , 12, , 
2023/6/28, , 30, , 10, , 
2023/6/29, , 30, , 6, , 
2023/6/30, , 22, , 5, , 
2023/1/2, , 32, , 17, , 
2023/1/3, , 38, , 15, , 
2023/1/4, , 22, , 18, , 
2023/1/5, , 21, , 16, , 
2023/1/6, , 18, , 14, , 
2023/1/7, , 18, , 19, , 
2023/1/8, , 15, , 9, , 
2023/1/9, , 13, , 17, , 
2023/1/10, , 16, , 19, , 
2023/1/11, , 22, , 18, , 
2023/1/12, , 22, , 20, , 
2023/1/13, , 22, , 18, , 
2023/1/14, , 29, , 9, , 
2023/1/15, , 17, , 9, , 
2023/1/16, , 10, , 6, , 
2023/1/17, , 13, , 5, , 
2023/1/18, , 12, , 8, , 
2023/1/19, , 12, , 16, , 
2023/1/20, , 16, , 10, , 
2023/1/21, , 14, , 16, , 
2023/1/22, , 13, , 17, , 
2023/1/23, , 18, , 17, , 
2023/1/24, , 20, , 12, , 
2023/1/25, , 15, , 14, , 
2023/1/26, , 16, , 16, , 
2023/1/27, , 19, , 13, , 
2023/1/28, , 18, 18, 13, , 
2023/1/29, , 14, 16, 9, , 
2023/1/30, , 17, 17, 15, , 
2023/1/31, , 21, 17, 22, , 
2023/2/1, , 27, 17, 17, , 
2023/2/2, , 25, 11, 24, , 
2023/2/3, , 33, 7, 19, , 
2023/2/4, , 34, , 12, , 
2023/2/5, , 29, , 12, , 
2023/2/6, , 25, 31, 4, , 
2023/2/7, , 20, 29, 5, , 
2023/2/8, , 22, 30, 7, , 
2023/2/9, , 18, 24, 19, , 
2023/2/10, , 25, 25, 18, , 
2023/2/11, , 20, 34, 16, , 
2023/2/12, , 20, 4, 20, , 
2023/2/13, , 20, , 21, , 
2023/2/14, , 24, , 21, , 
2023/2/15, , 22, , 26, , 
2023/2/16, , 25, , 28, , 
2023/2/17, , 33, , 23, , 
2023/2/18, , 35, , 26, , 
2023/2/19, , 29, , 17, , 
2023/2/20, , 30, , 21, , 
2023/2/21, , 26, , 11, , 
2023/2/22, , 26, , 13, , 
2023/2/23, , 23, , 7, , 
2023/2/24, , 21, , 11, , 
2023/2/25, , 12, , 5, , 
2023/2/26, , 11, , 9, , 
2023/2/27, , 9, , 9, , 
2023/2/28, , 12, , 11, , 
2023/3/1, , 16, , 16, , 
2023/3/2, , 19, , 18, , 
2023/3/3, , 24, , 15, , 
2023/3/4, , 22, , 15, , 
2023/3/5, , 23, , 18, , 
2023/3/6, , 22, , 22, , 
2023/3/7, , 29, , 17, , 
2023/3/8, , 30, , 16, , 
2023/3/9, , 23, , 8, , 
2023/3/10, , 17, , 5, , 
2023/3/11, , 29, , 8, , 
2023/3/12, , 22, , 14, , 
2023/3/13, , 19, , 5, , 
2023/3/14, , 27, , 10, , 
2023/3/15, , 26, , 13, , 
2023/3/16, , 24, , 7, , 
2023/3/17, , 22, , 11, , 
2023/3/18, , 27, , 5, , 
2023/3/19, , 25, , 10, , 
2023/3/20, , 18, , 11, , 
2023/3/21, , 19, , 14, , 
2023/3/22, , 27, , 10, , 
2023/3/23, , 31, , 19, , 
2023/3/24, , 35, , 14, , 
2023/3/25, , 30, , 12, , 
2023/3/26, , 33, , 6, , 
2023/3/27, , 38, , 8, , 
2023/3/28, , 24, , 13, , 
2023/3/29, , 29, , 12, , 
2023/3/30, , 34, , 11, , 
2023/3/31, , 32, , 5, , 
2022/10/1, , 22, 36, 11, , 
2022/10/2, , 23, 36, 13, , 
2022/10/3, , 23, 2, 13, , 
2022/10/4, , 23, , 13, , 
2022/10/5, , 26, , 12, , 
2022/10/6, , 20, , 16, , 
2022/10/7, , 20, , 9, , 
2022/10/8, , 15, , 10, , 
2022/10/9, , 15, , 9, , 
2022/10/10, , 19, , 11, , 
2022/10/11, , 20, , 8, , 
2022/10/12, , 17, , 15, , 
2022/10/13, , 23, , 11, , 
2022/10/14, , 26, , 13, , 
2022/10/15, , 24, , 10, , 
2022/10/16, , 21, , 13, , 
2022/10/17, , 21, , 9, , 
2022/10/18, , 31, , 14, , 
2022/10/19, , 43, , 14, , 
2022/10/20, , 52, , 14, , 
2022/10/21, , 43, , 15, , 
2022/10/22, , 34, , 17, , 
2022/10/23, , 32, , 16, , 
2022/10/24, , 38, , 17, , 
2022/10/25, , 37, , 17, , 
2022/10/26, , 50, , 11, , 
2022/10/27, , 39, , 12, , 
2022/10/28, , 31, , 15, , 
2022/10/29, , 31, , 11, , 
2022/10/30, , 35, , 15, , 
2022/10/31, , 34, , 8, , 
2022/11/1, , 29, , 13, , 
2022/11/2, , 19, , 15, , 
2022/11/3, , 33, , 5, , 
2022/11/4, , 33, , 10, , 
2022/11/5, , 30, , 18, , 
2022/11/6, , 27, , 18, , 
2022/11/7, , 32, , 19, , 
2022/11/8, , 36, , 15, , 
2022/11/9, , 35, , 14, , 
2022/11/10, , 31, , 13, , 
2022/11/11, , 16, , 9, , 
2022/11/12, , 19, , 11, , 
2022/11/13, , 17, , 18, , 
2022/11/14, , 21, , 23, , 
2022/11/15, , 29, , 12, , 
2022/11/16, , 21, , 15, , 
2022/11/17, , 18, , 14, , 
2022/11/18, , 19, 20, 7, , 
2022/11/19, , 12, 17, 14, , 
2022/11/20, , 11, 20, 20, , 
2022/11/21, , 21, 25, 5, , 
2022/11/22, , 19, 16, 17, , 
2022/11/23, , 19, 12, 23, , 
2022/11/24, , 25, 18, 21, , 
2022/11/25, , 26, 14, 19, , 
2022/11/26, , 17, 16, 19, , 
2022/11/27, , 19, 8, 21, , 
2022/11/28, , 20, 12, 15, , 
2022/11/29, , 17, 11, 19, , 
2022/11/30, , 20, 15, 17, , 
2022/12/1, , 25, 10, 19, , 
2022/12/2, , 18, 16, 17, , 
2022/12/3, , 20, 12, 13, , 
2022/12/4, , 16, 4, 14, , 
2022/12/5, , 11, , 15, , 
2022/12/6, , 15, , 16, , 
2022/12/7, , 20, , 16, , 
2022/12/8, , 27, , 17, , 
2022/12/9, , 20, , 10, , 
2022/12/10, , 10, , 10, , 
2022/12/11, , 8, , 13, , 
2022/12/12, , 12, , 15, , 
2022/12/13, , 15, , 14, , 
2022/12/14, , 18, , 16, , 
2022/12/15, , 14, , 14, , 
2022/12/16, , 15, , 13, , 
2022/12/17, , 16, , 13, , 
2022/12/18, , 15, , 18, , 
2022/12/19, , 20, , 17, , 
2022/12/20, , 24, , 16, , 
2022/12/21, , 21, , 16, , 
2022/12/22, , 17, , 12, , 
2022/12/23, , 17, , 11, , 
2022/12/24, , 11, , 13, , 
2022/12/25, , 17, , 14, , 
2022/12/26, , 17, , 16, , 
2022/12/27, , 22, , 15, , 
2022/12/28, , 25, , 18, , 
2022/12/29, , 26, , 15, , 
2022/12/30, , 23, , 17, , 
2022/12/31, , 19, , 14, , 
2023/1/1, , 25, , 21, , 
2022/7/1, , 23, , 7, , 
2022/7/2, , 20, 40, 12, , 
2022/7/3, , 22, 42, 10, , 
2022/7/4, , 23, 51, 13, , 
2022/7/5, , 29, 33, 15, , 
2022/7/6, , 30, 39, 10, , 
2022/7/7, , 25, 38, 11, , 
2022/7/8, , 30, 25, 9, , 
2022/7/9, , 27, , 10, , 
2022/7/10, , 24, , 8, , 
2022/7/11, , 24, , 12, , 
2022/7/12, , 24, , 12, , 
2022/7/13, , 22, , 16, , 
2022/7/14, , 25, , 25, , 
2022/7/15, , 38, , 11, , 
2022/7/16, , 39, , 11, , 
2022/7/17, , 28, , 7, , 
2022/7/18, , 26, , 6, , 
2022/7/19, , 23, , 14, , 
2022/7/20, , 27, , 13, , 
2022/7/21, , 36, , 15, , 
2022/7/22, , 45, , 10, , 
2022/7/23, , 38, , 7, , 
2022/7/24, , 27, , 11, , 
2022/7/25, , 38, , 6, , 
2022/7/26, , 35, , 5, , 
2022/7/27, , 33, , 11, , 
2022/7/28, , 27, , 10, , 
2022/7/29, , 30, , 10, , 
2022/7/30, , 20, , 7, , 
2022/7/31, , 21, , 11, , 
2022/8/1, , 23, , 12, , 
2022/8/2, , 30, , 12, , 
2022/8/3, , 30, , 13, , 
2022/8/4, , 31, , 13, , 
2022/8/5, , 26, , 14, , 
2022/8/6, , 20, , 9, , 
2022/8/7, , 17, , 9, , 
2022/8/8, , 16, , 11, , 
2022/8/9, , 19, , 14, , 
2022/8/10, , 20, , 15, , 
2022/8/11, , 25, , 11, , 
2022/8/13, , 29, , 8, , 
2022/8/14, , 29, , 4, , 
2022/8/15, , 28, , 9, , 
2022/8/16, , 22, , 8, , 
2022/8/17, , 26, , 7, , 
2022/8/18, , 20, , 6, , 
2022/8/19, , 11, , 9, , 
2022/8/20, , 14, , 8, , 
2022/8/21, , 17, , 7, , 
2022/8/22, , 16, , 9, , 
2022/8/23, , 17, , 7, , 
2022/8/24, , 17, , 6, , 
2022/8/25, , 15, , 8, , 
2022/8/26, , 15, , 8, , 
2022/8/27, , 18, , 6, , 
2022/8/28, , 17, , 10, , 
2022/8/29, , 17, , 12, , 
2022/8/30, , 22, , 10, , 
2022/8/31, , 22, , 11, , 
2022/9/1, , 14, , 11, , 
2022/9/2, , 24, , 6, , 
2022/9/3, , 22, 30, 4, , 
2022/9/4, , 23, 27, 6, , 
2022/9/5, , 25, 27, 11, , 
2022/9/6, , 29, 30, 11, , 
2022/9/7, , 31, 35, 11, , 
2022/9/8, , 23, 35, 9, , 
2022/9/9, , 22, 31, 8, , 
2022/9/10, , 18, 30, 8, , 
2022/9/11, , 20, 2, 11, , 
2022/9/12, , 19, , 12, , 
2022/9/13, , 22, , 11, , 
2022/9/14, , 27, , 10, , 
2022/9/15, , 27, , 11, , 
2022/9/16, , 27, , 6, , 
2022/9/17, , 21, , 7, , 
2022/9/18, , 20, , 9, , 
2022/9/19, , 24, , 13, , 
2022/9/20, , 22, , 11, , 
2022/9/21, , 23, , 10, , 
2022/9/22, , 21, , 15, , 
2022/9/23, , 28, , 5, , 
2022/9/24, , 22, , 4, , 
2022/9/25, , 8, , 11, , 
2022/9/26, , 10, , 8, , 
2022/9/27, , 16, 21, 8, , 
2022/9/28, , 20, 27, 6, , 
2022/9/29, , 23, 28, 7, , 
2022/9/30, , 18, 28, 10, , 
2022/4/1, , 15, , 4, , 
2022/4/2, , 12, , 6, , 
2022/4/3, , 11, , 11, , 
2022/4/4, , 16, , 14, , 
2022/4/5, , 20, , 22, , 
2022/4/6, , 27, , 22, , 
2022/4/7, , 35, , 17, , 
2022/4/8, , 31, , 3, , 
2022/4/9, , 23, , 7, , 
2022/4/10, , 17, , 9, , 
2022/4/11, , 23, , 3, , 
2022/4/12, , 23, , 4, , 
2022/4/13, , 19, , 10, , 
2022/4/14, , 28, , 18, , 
2022/4/15, , 26, , 17, , 
2022/4/16, , 25, , 7, , 
2022/4/17, , 23, , 7, , 
2022/4/18, , 20, , 13, , 
2022/4/19, , 22, , 6, , 
2022/4/20, , 17, , 13, , 
2022/4/21, , 12, , 16, , 
2022/4/22, , 18, , 10, , 
2022/4/23, , 17, , 4, , 
2022/4/24, , 11, , 14, , 
2022/4/25, , 19, , 22, , 
2022/4/26, , 23, , 23, , 
2022/4/27, , 21, , 15, , 
2022/4/28, , 28, , 20, , 
2022/4/29, , 26, , 14, , 
2022/4/30, , 22, , 6, , 
2022/5/1, , 18, , 9, , 
2022/5/2, , 16, , 11, , 
2022/5/3, , 21, , 15, , 
2022/5/4, , 20, , 17, , 
2022/5/5, , 20, , 14, , 
2022/5/6, , 20, , 13, , 
2022/5/10, , 29, , 21, , 
2022/5/11, , 44, , 15, , 
2022/5/12, , 45, , 13, , 
2022/5/13, , 33, , 22, , 
2022/5/14, , 33, , 19, , 
2022/5/15, , 41, , 18, , 
2022/5/16, , 37, , 11, , 
2022/5/17, , 32, , 13, , 
2022/5/18, , 41, , 5, , 
2022/5/19, , 39, , 14, , 
2022/5/20, , 33, , 16, , 
2022/5/21, , 37, , 26, , 
2022/5/22, , 55, , 11, , 
2022/5/23, , 43, , 9, , 
2022/5/24, , 32, , 10, , 
2022/5/26, , 13, , 21, , 
2022/5/27, , 22, , 13, , 
2022/5/28, , 30, , 4, , 
2022/5/29, , 20, , 9, , 
2022/5/30, , 20, , 11, , 
2022/5/31, , 23, , 11, , 
2022/6/1, , 25, , 8, , 
2022/6/2, , 30, , 6, , 
2022/6/3, , 26, , 11, , 
2022/6/4, , 31, , 6, , 
2022/6/5, , 28, , 9, , 
2022/6/6, , 28, , 13, , 
2022/6/7, , 32, , 12, , 
2022/6/8, , 31, 27, 11, , 
2022/6/9, , 27, 29, 10, , 
2022/6/10, , 34, 37, 14, , 
2022/6/11, , 34, 31, 18, , 
2022/6/12, , 33, 36, 22, , 
2022/6/13, , 39, 42, 20, , 
2022/6/14, , 46, 46, 17, , 
2022/6/15, , 43, , 20, , 
2022/6/16, , 40, , 24, , 
2022/6/17, , 43, , 13, , 
2022/6/18, , 52, , 3, , 
2022/6/19, , 27, , 9, , 
2022/6/20, , 34, , 17, , 
2022/6/21, , 46, , 12, , 
2022/6/22, , 39, , 12, , 
2022/6/23, , 40, , 10, , 
2022/6/24, , 67, , 4, , 
2022/6/25, , 27, , 6, , 
2022/6/26, , 22, , 7, , 
2022/6/27, , 28, , 8, , 
2022/6/28, , 28, , 16, , 
2022/6/29, , 36, , 11, , 
2022/6/30, , 33, , 5, , 
2022/1/3, , 26, , 23, , 
2022/1/4, , 29, , 15, , 
2022/1/5, , 24, , 7, , 
2022/1/6, , 12, , 19, , 
2022/1/7, , 13, , 12, , 
2022/1/8, , 17, , 5, , 
2022/1/9, , 10, , 19, , 
2022/1/10, , 13, , 22, , 
2022/1/11, , 20, , 14, , 
2022/1/12, , 28, , 21, , 
2022/1/13, , 26, , 25, , 
2022/1/14, , 30, , 22, , 
2022/1/15, , 28, , 18, , 
2022/1/16, , 26, , 22, , 
2022/1/17, , 23, , 18, , 
2022/1/18, , 29, , 23, , 
2022/1/19, , 30, , 24, , 
2022/1/20, , 36, , 16, , 
2022/1/21, , 31, , 15, , 
2022/1/22, , 25, , 17, , 
2022/1/23, , 28, , 24, , 
2022/1/24, , 28, , 26, , 
2022/1/25, , 35, , 28, , 
2022/1/26, , 37, , 24, , 
2022/1/27, , 41, , 27, , 
2022/1/28, , 42, , 21, , 
2022/1/29, , 49, , 21, , 
2022/1/30, , 43, , 20, , 
2022/1/31, , 42, , 22, , 
2022/2/1, , 41, , 15, , 
2022/2/2, , 34, , 22, , 
2022/2/3, , 37, , 20, , 
2022/2/4, , 39, , 16, , 
2022/2/5, , 32, , 10, , 
2022/2/6, , 23, , 18, , 
2022/2/7, , 30, , 20, , 
2022/2/8, , 46, , 19, , 
2022/2/9, , 35, , 23, , 
2022/2/10, , 36, , 26, , 
2022/2/11, , 46, , 14, , 
2022/2/12, , 40, , 13, , 
2022/2/13, , 23, , 11, , 
2022/2/14, , 24, , 12, , 
2022/2/15, , 21, , 20, , 
2022/2/17, , 30, 28, 17, , 
2022/2/18, , 34, 16, 12, , 
2022/2/19, , 30, 24, 8, , 
2022/2/20, , 16, 29, 16, , 
2022/2/21, , 21, 25, 15, , 
2022/2/22, , 29, , 18, , 
2022/2/23, , 39, , 18, , 
2022/2/24, , 34, , 16, , 
2022/2/25, , 32, , 8, , 
2022/2/26, , 24, , 14, , 
2022/2/27, , 20, , 16, , 
2022/2/28, , 20, , 13, , 
2022/3/1, , 22, , 22, , 
2022/3/2, , 30, , 15, , 
2022/3/3, , 27, , 22, , 
2022/3/4, , 26, 27, 10, , 
2022/3/5, , 23, 27, 8, , 
2022/3/6, , 16, 35, 10, , 
2022/3/7, , 15, 23, 22, , 
2022/3/8, , 19, 35, 18, , 
2022/3/9, , 17, 32, 18, , 
2022/3/10, , 18, 31, 15, , 
2022/3/11, , 20, , 9, , 
2022/3/12, , 10, , 10, , 
2022/3/13, , 17, , 3, , 
2022/3/14, , 20, , 3, , 
2022/3/15, , 39, , 3, , 
2022/3/16, , 32, , 4, , 
2022/3/17, , 34, , 5, , 
2022/3/18, , 40, , 7, , 
2022/3/19, , 29, , 5, , 
2022/3/20, , 24, , 3, , 
2022/3/21, , 28, , 4, , 
2022/3/22, , 30, , 9, , 
2022/3/23, , 27, , 11, , 
2022/3/24, , 28, , 8, , 
2022/3/25, , 28, , 5, , 
2022/3/26, , 25, , 5, , 
2022/3/27, , 35, , 16, , 
2022/3/28, , 31, , 15, , 
2022/3/29, , 38, , 11, , 
2022/3/30, , 23, , 9, , 
2022/3/31, , 15, , 7, , 
2021/10/4, , 13, , 11, , 
2021/10/5, , 17, , 13, , 
2021/10/6, , 20, , 14, , 
2021/10/7, , 23, , 14, , 
2021/10/30, , 18, , 13, , 
2021/10/31, , 17, , 9, , 
2021/11/1, , 12, , 8, , 
2021/11/2, , 12, , 12, , 
2021/11/3, , 11, , 10, , 
2021/11/4, , 13, , 11, , 
2021/11/5, , 20, , 14, , 
2021/11/6, , 15, , 14, , 
2021/11/7, , 15, , 14, , 
2021/11/8, , 21, , 19, , 
2021/11/9, , 29, 16, 16, , 
2021/11/10, , 22, 31, 14, , 
2021/11/11, , 17, 16, 8, , 
2021/11/12, , 20, 23, 16, , 
2021/11/13, , 20, 23, 12, , 
2021/11/14, , 20, 3, 7, , 
2021/11/15, , 15, 5, 16, , 
2021/11/16, , 22, 18, 14, , 
2021/11/17, , 19, , 14, , 
2021/11/18, , 24, , 17, , 
2021/11/19, , 29, , 21, , 
2021/11/20, , 32, , 22, , 
2021/11/21, , 30, , 14, , 
2021/11/22, , 20, , 13, , 
2021/11/23, , 17, , 9, , 
2021/11/24, , 14, , 14, , 
2021/11/25, , 15, , 15, , 
2021/11/26, , 13, , 10, , 
2021/11/27, , 10, , 6, , 
2021/11/28, , 9, , 3, , 
2021/11/29, , 13, , 19, , 
2021/11/30, , 25, , 24, , 
2021/12/1, , 26, , 15, , 
2021/12/2, , 14, , 12, , 
2021/12/3, , 14, , 21, , 
2021/12/4, , 21, , 10, , 
2021/12/5, , 10, , 4, , 
2021/12/6, , 10, , 13, , 
2021/12/7, , 20, , 21, , 
2021/12/8, , 18, , 8, , 
2021/12/9, , 14, 24, 10, , 
2021/12/10, , 14, 21, 6, , 
2021/12/11, , 18, 15, 19, , 
2021/12/12, , 19, 10, 17, , 
2021/12/13, , 21, 8, 20, , 
2021/12/14, , 29, 4, 18, , 
2021/12/15, , 37, 1, 24, , 
2021/12/16, , 37, , 22, , 
2021/12/17, , 35, 10, 16, , 
2021/12/18, , 26, 15, 18, , 
2021/12/19, , 25, 9, 17, , 
2021/12/20, , 22, 13, 17, , 
2021/12/21, , 27, 4, 15, , 
2021/12/22, , 36, 3, 16, , 
2021/12/23, , 32, , 18, , 
2021/12/24, , 29, , 17, , 
2021/12/25, , 25, , 15, , 
2021/12/26, , 16, , 12, , 
2021/12/27, , 13, , 12, , 
2021/12/28, , 19, , 11, , 
2021/12/29, , 19, , 12, , 
2021/12/30, , 23, , 19, , 
2021/12/31, , 28, , 15, , 
2022/1/1, , 26, , 14, , 
2022/1/2, , 24, , 11, , 
2021/7/1, , 37, , 14, , 
2021/7/2, , 39, , 10, , 
2021/7/3, , 41, , 5, , 
2021/7/4, , 41, , 11, , 
2021/7/5, , 28, , 6, , 
2021/7/6, , 35, , 12, , 
2021/7/7, , 30, , 7, , 
2021/7/8, , 32, , 11, , 
2021/7/9, , 31, 32, 10, , 
2021/7/14, , 49, 30, 7, , 
2021/7/15, , 21, 21, 8, , 
2021/7/16, , 22, , 6, , 
2021/7/17, , 28, , 6, , 
2021/7/18, , 26, , 20, , 
2021/7/19, , 36, , 15, , 
2021/7/20, , 45, , 12, , 
2021/7/21, , 39, , 17, , 
2021/7/22, , 39, , 15, , 
2021/7/23, , 46, , 10, , 
2021/7/24, , 35, , 5, , 
2021/7/25, , 31, , 9, , 
2021/7/26, , 28, , 10, , 
2021/7/27, , 31, 42, 7, , 
2021/7/28, , 32, 37, 10, , 
2021/7/29, , 24, 34, 9, , 
2021/7/30, , 26, 29, 3, , 
