date, pm25, pm10, o3, no2, so2, co
2024/1/31, 61, 37, 10, 25, , 
2024/2/1, 82, 43, 10, 22, , 
2024/2/2, 87, 36, 17, 19, 1, 
2024/2/3, 77, 33, 14, 24, 1, 
2024/2/4, 70, 42, 11, 28, 1, 
2024/2/5, 77, 37, 23, 20, 1, 
2024/2/6, 79, 38, 20, 17, , 
2024/2/7, 97, 41, 19, 13, , 
2024/2/8, 73, 37, 18, 14, , 
2024/2/9, 63, 23, 28, 5, , 
2024/2/10, 51, 13, 29, 3, 1, 
2024/2/11, 21, 18, 24, 10, , 
2024/2/12, 28, 21, 19, 16, 1, 
2024/2/13, 31, 37, 13, 31, 1, 
2024/2/14, 61, 34, 22, 20, 1, 
2024/2/15, 69, 25, 23, 15, , 
2024/2/16, 51, 19, 19, 14, 1, 
2024/2/17, 38, 19, 26, 14, 1, 
2024/2/18, 41, 44, 17, 27, 1, 
2024/2/19, 59, 74, 21, 22, 1, 
2024/2/20, 64, , 28, 16, , 
2024/2/21, 56, 38, 28, 20, , 
2024/2/22, 69, 26, 27, 11, , 
2024/2/23, 56, 13, 28, 8, , 
2024/2/24, 21, 16, 27, 9, , 
2024/2/25, 30, 19, 23, 13, , 
2024/2/26, 38, 20, 22, 12, , 
2024/2/27, 28, 21, 20, 16, , 
2024/2/28, 26, 28, 22, 22, 1, 
2024/2/29, 32, 22, 27, 10, , 
2024/3/1, 29, 25, 30, 11, , 
2024/3/2, 40, 19, 32, 3, , 
2024/3/3, 31, 9, 32, 1, , 
2024/3/4, 10, , , , , 
2024/3/8, 35, 20, , , , 
2024/3/9, 42, 11, , , , 
2024/3/10, 25, 7, , , , 
2024/3/11, 15, 11, , , , 
2024/3/12, 23, 18, 22, 21, 1, 
2024/3/13, 39, 21, 11, 30, 1, 
2024/3/14, 45, 20, , , , 
2024/3/15, 50, 31, , , , 
2024/3/16, 71, 29, , , , 
2024/3/17, 68, 38, 19, 21, , 
2024/3/18, 89, 33, 23, 26, 1, 
2024/3/19, 64, 22, 28, 15, 1, 
2024/3/20, 55, 20, 27, 14, 1, 
2024/3/21, 49, 45, 26, 28, 1, 
2024/3/22, 73, 39, 33, 14, 1, 
2024/3/23, 63, 24, 29, 6, 1, 
2024/3/24, 45, 16, 26, 13, 1, 
2024/3/25, 34, 14, 26, 9, 1, 
2024/3/26, 32, 15, 27, 7, 1, 
2024/3/27, 23, 22, 33, 5, 1, 
2024/3/28, 41, 33, 33, 4, 1, 
2024/3/29, 60, 27, 37, 4, , 
2024/3/30, 47, 17, 35, 5, , 
2024/3/31, 34, 9, 34, 5, , 
2023/10/1, 54, 21, 32, 14, 1, 
2023/10/2, 56, 18, 31, 13, 1, 
2023/10/3, 51, 22, 28, 11, , 
2023/10/4, 48, 29, 28, 14, , 
2023/10/5, 59, 33, 25, 21, , 
2023/10/6, 73, 31, 34, 14, , 
2023/10/7, 76, 27, 30, 12, , 
2023/10/8, 71, 26, 29, 15, , 
2023/10/9, 61, 26, 30, 15, 1, 
2023/10/10, 58, 22, 29, 14, 1, 
2023/10/11, 54, 19, 36, 8, 1, 
2023/10/12, 52, 26, 33, 11, 1, 
2023/10/13, 53, 29, 31, 10, , 
2023/10/14, 57, 30, 24, 10, 1, 
2023/10/15, 60, 17, 24, 11, 1, 
2023/10/16, 39, 20, 21, 17, 1, 
2023/10/17, 49, 32, 23, 18, 1, 
2023/10/18, 63, 25, 24, 13, 1, 
2023/10/19, 47, 13, 28, 5, 1, 
2023/10/20, 22, 10, 28, 6, 1, 
2023/10/21, 17, , 32, 7, 1, 
2023/10/22, 20, 28, 32, 12, 1, 
2023/10/23, 46, 21, 27, 9, 1, 
2023/10/24, 34, 12, 25, 7, 1, 
2023/10/25, 23, 22, 21, 12, 1, 
2023/10/26, 34, 18, 28, 8, , 
2023/10/27, 27, 16, 26, 11, 1, 
2023/10/28, 30, 19, 28, 9, 1, 
2023/10/29, 36, 26, 25, 16, 1, 
2023/10/30, 51, 18, 21, 10, 1, 
2023/10/31, 32, 15, 24, 8, 1, 
2023/11/1, 30, 20, 27, 7, 1, 
2023/11/2, 37, 17, 29, 4, 1, 
2023/11/3, 23, 19, 25, 8, 1, 
2023/11/4, 32, 16, 29, 3, 1, 
2023/11/5, 23, 17, 24, 8, 1, 
2023/11/6, 25, 21, 23, 11, 1, 
2023/11/7, 27, 20, 24, 12, 1, 
2023/11/8, 28, 19, 22, 15, 1, 
2023/11/9, 38, 17, 24, 10, 1, 
2023/11/10, 40, 17, 20, 12, 1, 
2023/11/11, 39, 17, 16, 10, , 
2023/11/12, 47, 28, 13, 20, 1, 
2023/11/13, 53, 29, 13, 12, 1, 
2023/11/14, 45, 27, 14, 16, 1, 
2023/11/15, 42, 31, 13, 16, 1, 
2023/11/16, 54, 27, 16, 15, 1, 
2023/11/17, 54, 27, 22, 13, 1, 
2023/11/18, 47, 30, 10, 22, 1, 
2023/11/19, 64, 29, 13, 25, 1, 
2023/11/20, 94, 27, 18, 17, 1, 
2023/11/21, 66, 26, 19, 15, 1, 
2023/11/22, 36, 29, 14, 21, 1, 
2023/11/23, 39, 39, 16, 17, 1, 
2023/11/24, 50, 36, 18, 13, 1, 
2023/11/25, 54, 26, 21, 11, 1, 
2023/11/26, 44, 26, 15, 13, , 
2023/11/27, 57, 21, 17, 13, , 
2023/11/28, 55, 31, 19, 16, , 
2023/11/29, 66, 34, 14, 20, , 
2023/11/30, 59, 28, 25, 12, , 
2023/12/1, 48, 21, 23, 8, , 
2023/12/2, 29, 17, 19, 8, , 
2023/12/3, 28, 15, 21, 10, , 
2023/12/4, 31, 20, 19, 12, 1, 
2023/12/5, 39, 24, 18, 11, 1, 
2023/12/6, 48, 22, 17, 12, 1, 
2023/12/7, 53, 17, 17, 8, , 
2023/12/8, 46, 17, 19, 12, , 
2023/12/9, 36, 18, 13, 15, , 
2023/12/10, 39, 17, 9, 12, , 
2023/12/11, 43, 17, 17, 10, , 
2023/12/12, 45, 27, 23, 9, , 
2023/12/13, 40, 25, 21, 10, , 
2023/12/14, 26, 33, 13, 23, , 
2023/12/15, 38, 27, 15, 18, , 
2023/12/16, 48, 27, 14, 21, , 
2023/12/17, 59, 49, 6, 39, , 
2023/12/18, 79, 52, 5, 41, , 
2023/12/19, 84, 46, 13, 25, 13, 
2023/12/20, 72, 42, 12, 21, , 
2023/12/21, 59, 37, 20, 20, , 
2023/12/22, 44, 27, 22, 12, , 
2023/12/23, 46, 22, 17, 19, , 
2023/12/24, 40, 31, 10, 25, , 
2023/12/25, 62, 45, 7, 33, , 
2023/12/26, 72, 48, 9, 35, , 
2023/12/27, 65, 33, 16, 24, , 
2023/12/28, 73, 38, 7, 27, , 
2023/12/29, 89, 34, 15, 20, , 
2023/12/30, 98, 24, 20, 13, , 
2023/12/31, 84, 27, 14, 17, , 
2023/7/1, 41, 21, 33, 7, , 
2023/7/2, 34, 21, 32, 12, , 
2023/7/3, 38, 21, 26, 12, , 
2023/7/4, 43, 19, 22, 11, , 
2023/7/5, 39, 20, 24, 11, , 
2023/7/6, 31, 23, 31, 14, , 
2023/7/7, 31, 28, 36, 8, , 
2023/7/8, 45, 31, 38, 13, , 
2023/7/9, 52, 35, 30, 14, , 
2023/7/10, 55, 50, 17, 23, , 
2023/7/11, 68, 54, 26, 11, , 
2023/7/12, 71, 35, 26, 11, , 
2023/7/13, 54, 30, 32, 9, , 
2023/7/14, 40, 29, 32, 8, , 
2023/7/15, 35, 21, 27, 8, , 
2023/7/16, 29, 23, 26, 14, , 
2023/7/17, 35, 32, 27, 21, 1, 
2023/7/18, 47, 49, 30, 23, , 
2023/7/19, 61, 43, 34, 14, , 
2023/7/20, 58, 31, 29, 11, , 
2023/7/21, 47, 27, 31, 10, , 
2023/7/22, 38, 25, 31, 10, , 
2023/7/23, 41, 30, 29, 14, , 
2023/7/24, 50, 30, 34, 9, , 
2023/7/25, 45, 33, 30, 11, 1, 
2023/7/26, 36, 28, 28, 12, 1, 
2023/7/27, 38, 25, 38, 12, 1, 
2023/7/28, 32, 22, 30, 6, 1, 
2023/7/29, 31, 20, 25, 11, , 
2023/7/30, 31, 16, 28, 8, , 
2023/7/31, 26, 36, 35, 8, , 
2023/8/1, 37, 34, 33, 8, , 
2023/8/2, 49, 27, 29, 8, , 
2023/8/3, 42, 19, 32, 10, , 
2023/8/4, 28, 18, 37, 5, , 
2023/8/5, 21, 20, 31, 7, , 
2023/8/6, 27, 23, 32, 9, , 
2023/8/7, 35, 27, 30, 9, , 
2023/8/8, 38, 26, 33, 9, , 
2023/8/9, 40, 22, 38, 14, , 
2023/8/10, 34, 28, 40, 19, , 
2023/8/11, 39, 29, 41, 11, , 
2023/8/12, 44, 24, 33, 14, , 
2023/8/13, 51, 20, 33, 11, , 
2023/8/14, 42, 22, 38, 7, , 
2023/8/15, 34, 23, 35, 9, , 
2023/8/16, 38, 23, 31, 6, , 
2023/8/17, 44, 27, 28, 14, , 
2023/8/18, 50, 35, 31, 10, , 
2023/8/19, 59, 40, 29, 22, , 
2023/8/20, 67, 40, 40, 28, , 
2023/8/21, 68, 48, 35, 25, , 
2023/8/22, 66, 49, 38, 32, , 
2023/8/23, 65, 43, 37, 21, , 
2023/8/24, 65, 29, 34, 8, , 
2023/8/25, 57, 25, 30, 8, , 
2023/8/26, 51, 22, 20, 6, , 
2023/8/27, 46, 10, 30, 6, 1, 
2023/8/28, 24, 13, 29, 9, 1, 
2023/8/29, 17, 16, 28, 8, 1, 
2023/8/30, 27, 19, 32, 13, 1, 
2023/8/31, 34, 17, 30, 11, 1, 
2023/9/1, 27, 16, 32, 5, 1, 
2023/9/2, 26, 17, 35, 3, 1, 
2023/9/3, 30, 21, 34, 10, 1, 
2023/9/4, 31, 27, 35, 11, 1, 
2023/9/5, 38, 22, 39, 12, 1, 
2023/9/6, 40, 22, 34, 16, 1, 
2023/9/7, 39, 21, 35, 21, 1, 
2023/9/8, 44, 22, 34, 18, 1, 
2023/9/9, 53, 18, 32, 10, 1, 
2023/9/10, 50, 15, 31, 8, 1, 
2023/9/11, 37, 17, 29, 14, 1, 
2023/9/12, 43, 21, 29, 12, 1, 
2023/9/13, 48, 16, 28, 14, 1, 
2023/9/14, 32, 16, 24, 14, 1, 
2023/9/15, 30, 14, 26, 13, 1, 
2023/9/16, 29, 38, 32, 8, 1, 
2023/9/17, 57, 54, 30, 8, 1, 
2023/9/18, 75, 23, 24, 15, 1, 
2023/9/19, 35, 18, 28, 11, 1, 
2023/9/20, 27, 17, 35, 14, 1, 
2023/9/21, 32, 15, 27, 8, 1, 
2023/9/22, 27, 13, 30, 7, 1, 
2023/9/23, 17, 14, 34, 6, 1, 
2023/9/24, 19, 13, 33, 9, 1, 
2023/9/25, 23, 16, 29, 16, 1, 
2023/9/26, 29, 18, 31, 19, 1, 
2023/9/27, 30, 19, 29, 11, 1, 
2023/9/28, 29, 19, 30, 21, 1, 
2023/9/29, 37, 28, 32, 24, 1, 
2023/9/30, 54, 26, 38, 12, 1, 
2023/4/1, 50, 21, 33, 4, , 
2023/4/2, 25, 15, 35, 12, , 
2023/4/3, 7, 16, 30, 10, , 
2023/4/4, 8, 19, 32, 11, , 
2023/4/5, 17, 18, 36, 13, , 
2023/4/6, 21, 15, 41, 7, , 
2023/4/13, 27, 24, 32, 13, , 
2023/4/14, 17, 24, 34, 9, , 
2023/4/15, 25, 18, 35, 10, , 
2023/4/16, 22, 19, 33, 18, , 
2023/4/17, 24, 22, 32, 15, , 
2023/4/18, 34, 20, 34, 18, , 
2023/4/20, 39, 27, 38, 10, , 
2023/4/21, 45, 29, 37, 11, , 
2023/4/22, 55, 29, 35, 6, , 
2023/4/23, 58, 25, 28, 12, , 
2023/4/24, 51, 27, 30, 16, , 
2023/4/25, 54, 21, 23, 14, , 
2023/4/26, 49, 18, 26, 18, , 
2023/4/27, 38, 22, 24, 23, , 
2023/4/28, 48, 26, 32, 16, , 
2023/4/29, 53, 16, 31, 8, , 
2023/4/30, 36, 11, 30, 6, , 
2023/5/1, 29, 16, 28, 13, , 
2023/5/2, 35, 19, 31, 18, , 
2023/5/3, 32, 18, 39, 10, , 
2023/5/4, 31, 18, 36, 12, , 
2023/5/5, 36, 17, 30, 19, , 
2023/5/6, 47, 16, 31, 13, , 
2023/5/7, 46, 15, 25, 18, , 
2023/5/8, 32, 24, 31, 21, , 
2023/5/9, 49, 20, 30, 9, , 
2023/5/10, 41, 21, 34, 9, , 
2023/5/11, 34, 13, 31, 14, , 
2023/5/12, 21, 13, 30, 14, , 
2023/5/13, 25, 11, 28, 10, , 
2023/5/14, 26, 16, 36, 18, , 
2023/5/15, 35, 20, 37, 16, , 
2023/5/16, 45, 19, 32, 13, 1, 
2023/5/17, 37, 23, 31, 13, , 
2023/5/18, 38, 25, 30, 16, 1, 
2023/5/19, 44, 17, 34, 10, , 
2023/5/20, 36, 15, 34, 11, 1, 
2023/5/21, 34, 17, 34, 13, , 
2023/5/22, 43, 20, 42, 15, , 
2023/5/23, 53, 24, 35, 20, , 
2023/5/24, 62, 20, 26, 19, , 
2023/5/25, 48, 17, 33, 17, , 
2023/5/26, 47, 27, 35, 20, 1, 
2023/5/27, 63, 31, 39, 13, 1, 
2023/5/28, 61, 32, 44, 11, , 
2023/5/29, 59, 31, 36, 17, , 
2023/5/30, 62, 26, 37, 18, 1, 
2023/5/31, 56, 21, 43, 13, , 
2023/6/1, 51, 22, 37, 14, 1, 
2023/6/2, 65, 19, 32, 11, , 
2023/6/3, 59, 15, 37, 8, , 
2023/6/4, 52, 14, 36, 12, 2, 
2023/6/5, 44, 18, 34, 10, 1, 
2023/6/6, 37, 22, 33, 12, 1, 
2023/6/7, 32, 18, 26, 14, , 
2023/6/8, 30, 22, 32, 14, , 
2023/6/9, 40, , 40, 10, , 
2023/6/10, 48, , 33, 11, , 
2023/6/11, 48, , 42, 15, , 
2023/6/12, 27, , 36, 14, , 
2023/6/13, 29, 17, 40, 14, , 
2023/6/14, 29, 21, 40, 16, , 
2023/6/15, 34, 27, 39, 21, , 
2023/6/16, 54, 21, 46, 10, , 
2023/6/17, 47, 20, 42, 43, 2, 
2023/6/18, 45, 35, 20, 58, 10, 
2023/6/19, 47, 40, 37, 23, , 
2023/6/20, 58, 45, 38, 12, , 
2023/6/21, 68, 41, 42, 12, , 
2023/6/22, 65, 26, 38, 9, , 
2023/6/23, 47, 44, 38, 9, , 
2023/6/24, 72, 26, 39, 14, , 
2023/6/25, 51, 29, 36, 22, , 
2023/6/26, 48, 32, 35, 11, , 
2023/6/27, 49, 28, 35, 14, , 
2023/6/28, 50, 30, 33, 18, , 
2023/6/29, 54, 24, 39, 11, , 
2023/6/30, 47, 20, 36, 6, , 
2023/1/2, 66, 37, 11, 18, 1, 
2023/1/3, 67, 25, 8, 23, , 
2023/1/4, 56, 29, 14, 27, 1, 
2023/1/5, 47, 27, 16, 19, , 
2023/1/6, 34, , 22, 14, , 
2023/1/7, 41, , 12, 18, , 
2023/1/8, 40, , 27, 7, , 
2023/1/9, 24, , 23, 17, , 
2023/1/10, 15, 21, 21, 18, 1, 
2023/1/11, 25, 25, 19, 20, , 
2023/1/12, 33, 22, 18, 23, 1, 
2023/1/13, 35, 30, 18, 21, , 
2023/1/14, 46, 17, 26, 11, 1, 
2023/1/15, 33, 10, 23, 10, , 
2023/1/16, 18, 11, 31, 7, , 
2023/1/17, 10, 12, 30, 6, , 
2023/1/18, 6, 11, 26, 7, , 
2023/1/19, 7, 15, 20, 18, , 
2023/1/20, 9, 17, 25, 10, , 
2023/1/21, 15, 15, 23, 15, 1, 
2023/1/22, 13, 19, 16, 18, 1, 
2023/1/23, 23, 21, 18, 14, 1, 
2023/1/24, 32, 16, 21, 14, 1, 
2023/1/25, 38, , 15, 17, 1, 
2023/1/26, 50, 22, 14, 17, 1, 
2023/1/27, 52, 20, 19, 13, 1, 
2023/1/28, 42, 16, 16, 13, 1, 
2023/1/29, 45, 18, 19, 12, 1, 
2023/1/30, 50, 25, 18, 19, 1, 
2023/1/31, 48, 30, 18, 23, 1, 
2023/2/1, 51, 33, 11, 29, 1, 
2023/2/2, 55, 36, 12, 30, 1, 
2023/2/3, 61, 42, 15, 30, 1, 
2023/2/4, 59, 40, 22, 17, 1, 
2023/2/5, 57, 22, 28, 11, 1, 
2023/2/6, 47, 17, 29, 6, 1, 
2023/2/7, 25, 19, 29, 8, , 
2023/2/8, 27, 18, 28, 10, 1, 
2023/2/9, 32, 26, 20, 20, 1, 
2023/2/10, 46, 22, 25, 22, 1, 
2023/2/11, 58, 20, 35, 18, 1, 
2023/2/12, 52, 22, 29, 22, 1, 
2023/2/13, 56, 26, 28, 22, 1, 
2023/2/14, 66, 20, 26, 22, 1, 
2023/2/15, 55, 22, 18, 27, 1, 
2023/2/16, 54, 32, 18, 34, 1, 
2023/2/17, 67, 38, 27, 29, 1, 
2023/2/18, 68, 32, 27, 31, 1, 
2023/2/19, 61, 37, 30, 29, 1, 
2023/2/20, 66, 32, 28, 24, 1, 
2023/2/21, 83, 26, 27, 14, , 
2023/2/22, 72, 24, 31, 18, , 
2023/2/23, 62, 24, 30, 9, , 
2023/2/24, 46, 17, 21, 12, , 
2023/2/25, 34, 12, 27, 7, , 
2023/2/26, 31, 10, 27, 11, , 
2023/2/27, 24, 14, 27, 10, , 
2023/2/28, 31, 18, 25, 15, , 
2023/3/1, 36, 20, 26, 15, , 
2023/3/2, 50, 23, 19, 19, , 
2023/3/3, 66, 22, 30, 14, , 
2023/3/4, 70, 23, 34, 17, 1, 
2023/3/5, 61, 22, 29, 21, 1, 
2023/3/6, 59, 26, 27, 22, , 
2023/3/7, 60, 23, 25, 19, , 
2023/3/8, 44, 22, 29, 15, , 
2023/3/9, 27, 17, 32, 5, , 
2023/3/10, 18, 23, 29, 5, , 
2023/3/11, 19, 21, 24, 8, , 
2023/3/12, 22, 20, 27, 16, , 
2023/3/13, 33, 22, 33, 6, , 
2023/3/14, 26, 25, 28, 15, , 
2023/3/15, 19, 23, 28, 21, , 
2023/3/16, 34, 23, 36, 9, , 
2023/3/17, 26, 27, 34, 11, , 
2023/3/18, 31, 22, 34, 7, , 
2023/3/19, 36, 12, 33, 11, , 
2023/3/20, 17, 17, 28, 11, , 
2023/3/21, 26, 22, 33, 14, , 
2023/3/22, 48, 26, 36, 13, , 
2023/3/23, 63, 27, 33, 19, 1, 
2023/3/24, 55, 27, 31, 12, , 
2023/3/25, 40, 23, 36, 10, , 
2023/3/26, 27, 24, 35, 9, , 
2023/3/27, 19, 22, 31, 11, , 
2023/3/28, 21, 23, 34, 11, , 
2023/3/29, 24, 24, 37, 16, , 
2023/3/30, 30, 28, 31, 14, , 
2022/10/1, 16, 18, 28, 10, , 
2022/10/2, 15, 16, 35, 13, , 
2022/10/3, 22, 16, 24, 17, , 
2022/10/4, 19, 18, 24, 18, , 
2022/10/5, 23, 22, 29, 12, , 
2022/10/6, 23, 20, 18, 19, , 
2022/10/7, 31, 17, 26, 11, , 
2022/10/8, 32, , 20, 15, , 
2022/10/9, 43, , 28, 16, , 
2022/10/10, 51, 21, 30, 14, , 
2022/10/11, 47, 19, 32, 9, , 
2022/10/12, 38, 21, 29, 19, , 
2022/10/13, 42, 26, 31, 22, , 
2022/10/14, 47, 25, 35, 14, , 
2022/10/15, 56, 21, 22, 19, , 
2022/10/16, 49, 25, 26, 14, , 
2022/10/17, 45, 38, 19, 19, , 
2022/10/18, 59, 52, 17, 23, , 
2022/10/19, 76, 55, 20, 23, , 
2022/10/20, 79, 48, 23, 14, , 
2022/10/21, 70, 29, 22, 12, , 
2022/10/22, 45, 23, 22, 15, , 
2022/10/23, 33, 38, 18, 15, , 
2022/10/24, 56, 35, 19, 27, 1, 
2022/10/25, 38, 53, 11, 30, , 
2022/10/26, 60, 50, 28, 20, , 
2022/10/27, 65, 37, 27, 21, , 
2022/10/28, 73, 38, 27, 16, , 
2022/10/29, 74, 40, 27, 10, , 
2022/10/30, 71, 40, 21, 18, , 
2022/10/31, 67, 34, 25, 8, , 
2022/11/1, 57, 18, 21, 17, , 
2022/11/2, 37, 21, 20, 14, , 
2022/11/3, 34, 20, 23, 5, , 
2022/11/4, 27, 20, 23, 12, , 
2022/11/5, 15, 31, 21, 18, , 
2022/11/6, 23, 24, 17, 20, , 
2022/11/7, 23, 19, 23, 25, , 
2022/11/8, 32, 26, 15, 22, , 
2022/11/9, 41, 21, 17, 15, , 
2022/11/10, 27, 17, 25, 13, , 
2022/11/11, 19, 20, 25, 9, , 
2022/11/12, 34, 19, 25, 13, , 
2022/11/13, 52, 21, 16, 20, , 
2022/11/14, 51, 29, 15, 20, , 
2022/11/15, 50, 20, 20, 13, , 
2022/11/16, 28, 14, 24, 15, , 
2022/11/17, 13, 19, 20, 15, , 
2022/11/18, 18, 15, 20, 8, 1, 
2022/11/19, 17, 11, 21, 13, 1, 
2022/11/20, 13, 16, 24, 17, 1, 
2022/11/21, 21, 16, 26, 5, 1, 
2022/11/22, 14, 16, 17, 19, , 
2022/11/23, 13, 24, 13, 26, 1, 
2022/11/24, 28, 25, 14, 20, 1, 
2022/11/25, 32, 18, 14, 21, 1, 
2022/11/26, 23, 20, 20, 19, 1, 
2022/11/27, 28, 15, 15, 19, 1, 
2022/11/28, 31, 14, 17, 16, 1, 
2022/11/29, 21, 18, 12, 23, 1, 
2022/11/30, 27, 18, 12, 17, 1, 
2022/12/1, 31, 18, 13, 18, 1, 
2022/12/2, 28, 21, 16, 18, 1, 
2022/12/3, 40, 14, 17, 12, 1, 
2022/12/4, 45, 13, 15, 20, 1, 
2022/12/5, 36, 15, 17, 13, 1, 
2022/12/6, 40, 22, 4, 23, 1, 
2022/12/7, 68, 26, 7, 20, 1, 
2022/12/8, 78, 16, 17, 17, 1, 
2022/12/9, 61, 10, 22, 8, 1, 
2022/12/10, 24, 9, 21, 9, 1, 
2022/12/11, 19, 13, 15, 14, 1, 
2022/12/12, 31, 18, 9, 27, 2, 
2022/12/13, 38, 25, 9, 19, 1, 
2022/12/14, 52, 14, 14, 17, 1, 
2022/12/15, 30, 15, 15, 13, 1, 
2022/12/16, 19, 16, 6, 15, 1, 
2022/12/17, 28, 15, 14, 16, 1, 
2022/12/18, 45, 19, 12, 26, 1, 
2022/12/19, 49, 21, 13, 26, 1, 
2022/12/20, 47, 19, 14, 16, 1, 
2022/12/21, 47, 16, 12, 19, 1, 
2022/12/22, 36, 16, 18, 12, 1, 
2022/12/23, 19, 12, 15, 13, 1, 
2022/12/24, 15, 15, 15, 17, 1, 
2022/12/25, 29, 19, 16, 17, 1, 
2022/12/26, 44, 25, 13, 25, 1, 
2022/12/27, 48, 29, 10, 24, 1, 
2022/12/28, 55, 26, 14, 20, 2, 
2022/12/29, 52, 22, 15, 14, 2, 
2022/12/30, 34, 18, 19, 14, 1, 
2022/12/31, 26, 29, 14, 21, 2, 
2023/1/1, 52, 36, 10, 27, 2, 
2022/7/12, 36, 24, 38, 24, 1, 
2022/7/13, 29, 23, 31, 24, 1, 
2022/7/14, 28, 21, 28, 20, 1, 
2022/7/15, 30, 25, 40, 31, 1, 
2022/7/16, 34, 26, 52, 20, , 
2022/7/20, 46, 23, 32, 18, , 
2022/7/21, 61, 30, 38, 15, , 
2022/7/22, 62, 30, 31, 15, 1, 
2022/7/23, 75, 27, 27, 14, , 
2022/7/24, 123, 22, 34, 8, , 
2022/7/25, 82, 23, 34, 19, , 
2022/7/26, 69, 27, 26, 11, , 
2022/7/27, 78, 27, 29, 11, , 
2022/7/28, 66, 25, 26, 15, , 
2022/7/29, 64, 27, 30, 15, , 
2022/7/30, 50, 21, 37, 14, 1, 
2022/7/31, 34, 18, 33, 10, 1, 
2022/8/1, 32, 19, 31, 18, , 
2022/8/2, 35, 22, 34, 14, 1, 
2022/8/3, 35, 21, 35, 14, 1, 
2022/8/4, 35, 19, 33, 15, 1, 
2022/8/5, 46, 19, 37, 13, , 
2022/8/6, 37, 21, 41, 19, , 
2022/8/7, 34, 20, 42, 13, 1, 
2022/8/8, 27, 19, 40, 16, 1, 
2022/8/9, 37, 22, 48, 25, 1, 
2022/8/10, 34, 21, 40, 14, 1, 
2022/8/11, 36, 22, 38, 15, 1, 
2022/8/12, 48, 22, 39, 10, 1, 
2022/8/13, 69, 28, 39, 15, , 
2022/8/14, 86, 34, 38, 8, , 
2022/8/15, 63, 33, 39, 5, 1, 
2022/8/16, 55, 27, 35, 13, , 
2022/8/17, 81, 30, 36, 12, 1, 
2022/8/18, 53, 24, 26, 10, 1, 
2022/8/19, 23, 15, 38, 13, 1, 
2022/8/20, 19, 16, 35, 8, 1, 
2022/8/21, 27, 16, 31, 9, 1, 
2022/8/22, 40, 16, 25, 11, 1, 
2022/8/23, 35, 18, 27, 11, , 
2022/8/25, 23, 19, 30, 9, , 
2022/8/26, 23, 18, 34, 11, , 
2022/8/28, 21, 17, 39, 6, , 
2022/8/29, 23, 16, 34, 11, , 
2022/8/30, 28, 20, 31, 14, , 
2022/8/31, 37, 24, 27, 17, , 
2022/9/1, 29, 16, 34, 24, , 
2022/9/2, 44, 22, 27, 17, , 
2022/9/3, 50, 25, 35, 7, , 
2022/9/4, 53, 25, 31, 5, , 
2022/9/5, 53, 29, 24, 14, , 
2022/9/7, 48, 33, 29, 18, , 
2022/9/8, 36, 25, 32, 16, 1, 
2022/9/9, 30, 21, 30, 14, 1, 
2022/9/10, 23, 18, 28, 11, , 
2022/9/11, 23, 17, 27, 10, , 
2022/9/12, 23, 18, 21, 17, , 
2022/9/13, 25, 19, 20, 15, , 
2022/9/14, 32, 23, 21, 15, , 
2022/9/15, 34, 21, 27, 18, 1, 
2022/9/16, 27, 20, 26, 16, 1, 
2022/9/17, 28, 17, 30, 8, , 
2022/9/18, 26, 18, 30, 9, 1, 
2022/9/19, 29, 19, 39, 15, 1, 
2022/9/20, 35, 19, 26, 15, 1, 
2022/9/21, 27, 19, 33, 14, , 
2022/9/22, 23, 20, 37, 10, , 
2022/9/23, 30, 22, 31, 19, , 
2022/9/24, 25, 16, 35, 5, , 
2022/9/25, 18, 10, 28, 8, , 
2022/9/26, 15, 11, 29, 8, , 
2022/9/27, 15, 14, 27, 13, , 
2022/9/28, 17, 17, 23, 9, , 
2022/9/29, 14, 17, 23, 10, , 
2022/5/3, 52, 21, 29, 14, 2, 
2022/5/4, 52, 20, 24, 19, 2, 
2022/5/5, 42, 18, 24, 20, , 
2022/5/6, 38, 19, 30, 22, , 
2022/5/7, 28, 19, 28, 22, , 
2022/5/8, 32, 20, 32, 23, , 
2022/5/9, 38, 19, 32, 23, , 
2022/5/10, 39, 25, 34, 27, , 
2022/5/11, 39, 27, 31, 18, , 
2022/5/12, 45, 30, 23, 22, , 
2022/5/13, 44, 30, 30, 21, , 
2022/5/14, 48, 31, 31, 24, , 
2022/5/15, 39, 27, 32, 20, 1, 
2022/5/16, 46, 30, 32, 25, , 
2022/5/17, 59, 37, 26, 26, , 
2022/5/18, 65, 37, 27, 27, , 
2022/5/19, 63, 37, 24, 14, , 
2022/5/20, 52, 31, 24, 29, , 
2022/5/21, 49, 32, 30, 21, , 
2022/5/22, 38, 26, 33, 19, , 
2022/5/23, 39, 26, 33, 16, , 
2022/5/24, 37, 25, 24, 11, , 
2022/5/25, 21, 15, 16, 11, , 
2022/5/26, 11, 15, 22, 17, , 
2022/5/27, 22, 23, 24, 28, 1, 
2022/5/28, 34, 31, 27, 25, , 
2022/5/29, 40, 26, 30, 12, , 
2022/5/30, 33, 19, 35, 14, , 
2022/5/31, 27, 24, 27, 21, , 
2022/6/1, 45, 27, 23, 19, , 
2022/6/2, 56, 28, 25, 18, , 
2022/6/3, 55, 26, 26, 15, , 
2022/6/4, 66, 32, 26, 16, , 
2022/6/5, 56, 27, 28, 8, , 
