date, pm25, pm10, o3, no2, so2, co
2024/2/27, 12, 10, 32, 2, , 
2024/2/28, 17, 14, 32, 5, , 
2024/2/29, 16, 12, 33, 2, , 
2024/3/1, 15, 11, 35, 1, , 
2024/3/2, 23, 12, 34, , , 
2024/3/3, 17, 7, 34, 2, , 
2024/3/4, 7, 9, 31, 3, , 
2024/3/5, 17, 13, 34, 3, , 
2024/3/6, 24, 12, 37, 3, , 
2024/3/7, 26, 9, 35, 1, , 
2024/3/8, 18, 10, 32, 1, , 
2024/3/9, 23, , 31, 1, , 
2024/3/10, 15, , 32, 1, , 
2024/3/12, 15, 12, 38, 4, , 
2024/3/13, 26, 11, 38, 2, , 
2024/3/14, 32, 15, 38, 5, , 
2024/3/15, 48, 19, 43, 4, , 
2024/3/16, 60, 15, 39, 4, , 
2024/3/17, 57, 13, 36, 4, , 
2024/3/18, 78, 11, 35, 10, , 
2024/3/19, 41, 11, 38, 2, , 
2024/3/20, 29, 11, 36, 3, , 
2024/3/21, 36, 27, 39, 3, , 
2024/3/22, 49, 29, 38, 2, , 
2024/3/23, 46, 19, 32, 2, , 
2024/3/24, 32, 12, 31, 3, , 
2024/3/25, 21, 5, 31, 2, , 
2024/3/26, 18, 6, 33, 1, , 
2024/3/27, 13, 11, 37, 1, , 
2024/3/28, 15, 20, 37, 1, , 
2024/3/29, 32, 26, 40, 1, , 
2024/3/30, 27, 10, 37, , , 
2024/3/31, 14, 7, 38, 1, , 
2023/10/1, 36, 21, 36, 4, , 
2023/10/2, 45, 19, 37, 2, , 
2023/10/3, 38, 19, 36, 2, , 
2023/10/4, 43, 21, 37, 5, , 
2023/10/5, 52, 24, 37, 6, , 
2023/10/6, 64, 27, 44, 4, , 
2023/10/7, 72, 24, 42, 4, , 
2023/10/8, 66, 21, 41, 3, , 
2023/10/9, 57, 19, 39, 3, , 
2023/10/10, 55, 16, 39, 2, , 
2023/10/11, 40, 14, 43, 1, , 
2023/10/12, 36, 17, 40, 2, , 
2023/10/13, 44, 22, 39, 1, , 
2023/10/14, 51, 23, 31, 3, , 
2023/10/15, 49, 16, 28, 4, , 
2023/10/16, 33, 14, 32, 3, , 
2023/10/17, 34, 24, 32, 4, , 
2023/10/18, 48, 16, 31, 2, , 
2023/10/19, 32, 9, 29, 1, , 
2023/10/20, 9, 7, 34, 1, , 
2023/10/21, 9, 9, 35, 2, , 
2023/10/22, 10, 20, 35, 2, , 
2023/10/23, 23, 15, 31, 1, , 
2023/10/24, 22, 10, 28, 1, , 
2023/10/25, 13, 11, 24, 2, , 
2023/10/26, 15, 10, 32, 1, , 
2023/10/27, 11, 9, 33, 1, , 
2023/10/28, 13, 13, 34, 1, , 
2023/10/29, 19, 16, 34, 2, , 
2023/10/30, 27, 11, 25, 2, , 
2023/10/31, 17, 10, 28, 1, , 
2023/11/1, 13, , 32, 1, , 
2023/11/2, 15, , 30, 1, , 
2023/11/3, 11, 12, 30, 2, , 
2023/11/4, 13, 13, 31, , , 
2023/11/5, 13, , 29, 2, , 
2023/11/6, 11, 11, 30, 2, , 
2023/11/7, 13, 11, 32, 1, , 
2023/11/8, 15, 9, 31, 2, , 
2023/11/9, 19, 10, 29, 2, , 
2023/11/10, 15, 10, 26, 4, , 
2023/11/11, 19, 10, 25, 3, , 
2023/11/12, 21, 11, 26, 2, , 
2023/11/13, 28, 12, 23, 2, , 
2023/11/14, 18, 15, 27, 4, , 
2023/11/15, 24, 14, 25, 3, , 
2023/11/16, 31, 16, 25, 5, , 
2023/11/17, 36, 19, 32, 2, , 
2023/11/18, 28, 18, 29, 7, , 
2023/11/19, 48, 14, 32, 4, , 
2023/11/20, 98, 11, 24, 6, , 
2023/11/21, 53, 11, 29, 2, , 
2023/11/22, 20, 11, 26, 2, , 
2023/11/23, 17, 19, 25, 1, , 
2023/11/24, 29, 27, 24, 4, , 
2023/11/25, 35, 18, 29, 3, , 
2023/11/26, 36, 17, 28, 3, , 
2023/11/27, 61, 16, 23, 3, , 
2023/11/28, 38, 14, 24, 6, , 
2023/11/29, 51, 11, 26, 3, , 
2023/11/30, 72, 15, 28, 5, , 
2023/12/1, 37, 11, 25, 3, 1, 
2023/12/2, 20, 10, 26, 1, , 
2023/12/3, 21, 8, 29, 2, , 
2023/12/4, 18, 10, 25, 4, , 
2023/12/5, 25, 12, 29, 3, , 
2023/12/6, 36, 12, 28, 3, , 
2023/12/7, 42, 10, 26, 2, , 
2023/12/8, 34, 9, 26, 2, , 
2023/12/9, 19, 9, 25, 3, , 
2023/12/10, 22, 9, 22, 3, , 
2023/12/11, 25, 10, 23, 2, , 
2023/12/12, 23, 13, 26, 2, , 
2023/12/13, 16, 13, 24, 2, , 
2023/12/14, 9, 11, 29, 3, , 
2023/12/15, 18, 12, 26, 4, , 
2023/12/16, 40, 14, 28, 4, , 
2023/12/17, 57, 16, 29, 9, , 
2023/12/18, 57, 14, 33, 2, , 
2023/12/19, 56, 13, 24, 6, 1, 
2023/12/20, 55, 15, 18, 2, , 
2023/12/21, 48, 14, 16, 2, , 
2023/12/22, 19, 11, 22, 1, , 
2023/12/23, 23, 9, 17, 1, , 
2023/12/24, 17, 9, 10, 3, , 
2023/12/25, 40, 9, 7, 3, , 
2023/12/26, 57, 10, 9, 4, 1, 
2023/12/27, 51, 14, 30, 3, , 
2023/12/28, 66, 16, 29, 11, , 
2023/12/29, 81, 22, 32, 5, , 
2023/12/30, 87, 14, 31, 2, , 
2023/12/31, 75, 13, 26, 3, , 
2023/7/1, 40, 11, 34, 4, , 
2023/7/2, 35, 13, 33, 3, , 
2023/7/3, 36, 14, 32, 3, , 
2023/7/4, 39, 14, 27, 3, , 
2023/7/5, 36, 14, 29, 4, , 
2023/7/6, 29, 19, 36, 5, , 
2023/7/7, 32, 22, 40, 2, , 
2023/7/8, 44, 24, 40, 4, , 
2023/7/9, 53, 27, 37, 5, , 
2023/7/10, 58, 43, 29, 12, , 
2023/7/11, 71, 55, 31, 4, , 
2023/7/12, 74, 24, 35, 2, , 
2023/7/13, 54, 19, 37, 1, , 
2023/7/14, 37, 17, 37, 1, , 
2023/7/15, 33, 16, 30, 2, , 
2023/7/16, 29, 18, 32, 7, , 
2023/7/17, 38, 26, 41, 7, , 
2023/7/18, 47, 36, 42, 5, , 
2023/7/19, 62, 30, 42, 3, , 
2023/7/20, 59, 24, 35, 3, , 
2023/7/21, 41, 21, 37, 3, , 
2023/7/22, 35, 22, 36, 2, , 
2023/7/23, 42, 26, 31, 4, , 
2023/7/24, 50, 21, 39, 2, , 
2023/7/25, 39, 20, 31, 3, , 
2023/7/26, 27, 18, 33, 2, , 
2023/7/27, 36, 15, 45, 2, , 
2023/7/28, 32, 15, 34, 1, , 
2023/7/29, 34, 14, 30, 2, , 
2023/7/30, 32, 12, 33, 1, , 
2023/7/31, 25, 17, 40, 2, , 
2023/8/1, 37, 20, 36, 1, , 
2023/8/2, 50, 16, 32, 2, , 
2023/8/3, 42, 12, 35, 3, , 
2023/8/4, 26, 12, 40, 1, , 
2023/8/5, 19, 16, 34, 1, , 
2023/8/6, 25, 18, 36, 2, , 
2023/8/7, 34, 20, 34, 2, , 
2023/8/8, 36, 19, 36, 1, , 
2023/8/9, 37, 18, 42, 4, , 
2023/8/10, 32, 18, 47, 2, , 
2023/8/11, 34, 23, 44, 2, , 
2023/8/12, 38, 20, 34, 6, , 
2023/8/13, 49, 15, 35, 2, , 
2023/8/14, 39, 16, 39, 1, , 
2023/8/15, 33, 16, 38, 1, , 
2023/8/16, 38, 16, 37, 1, , 
2023/8/17, 46, 20, 39, 4, , 
2023/8/18, 52, 28, 36, 6, , 
2023/8/19, 59, 30, 41, 7, , 
2023/8/20, 62, 30, 49, 5, , 
2023/8/21, 58, 31, 44, 8, , 
2023/8/22, 58, 31, 52, 5, , 
2023/8/23, 55, 28, 48, 5, , 
2023/8/24, 57, 24, 41, 2, , 
2023/8/25, 50, 20, 35, 2, , 
2023/8/26, 42, , , , , 
2023/8/27, 39, , 34, 1, , 
2023/8/28, 19, 5, 35, 2, , 
2023/8/29, 11, 11, 34, 2, , 
2023/8/30, 23, 14, 40, 3, , 
2023/8/31, 27, 12, 36, 1, , 
2023/9/1, 23, 11, 34, 2, , 
2023/9/2, 21, 13, 39, 1, , 
2023/9/3, 23, 15, 42, 2, , 
2023/9/4, 21, , 40, 2, , 
2023/9/5, 29, , 44, 2, , 
2023/9/6, 30, 21, 42, 3, , 
2023/9/7, 34, 18, 44, 4, , 
2023/9/8, 37, 19, 43, 7, , 
2023/9/9, 42, 15, 37, 3, , 
2023/9/10, 38, 13, 36, 2, , 
2023/9/11, 31, 14, 36, 4, , 
2023/9/12, 35, 18, 35, 3, , 
2023/9/13, 38, 13, 38, 2, , 
2023/9/14, 26, 10, 35, 2, , 
2023/9/15, 21, 10, 34, 3, , 
2023/9/16, 22, 46, 36, 2, , 
2023/9/17, 56, 60, 37, 1, , 
2023/9/18, 73, 18, 31, 5, , 
2023/9/19, 30, 13, 27, 2, , 
2023/9/20, 21, 13, 42, 1, , 
2023/9/21, 27, 11, 32, 1, , 
2023/9/22, 17, 11, 35, 2, , 
2023/9/23, 11, 11, 39, 1, , 
2023/9/24, 15, 12, 36, 4, , 
2023/9/25, 15, 11, 40, 2, , 
2023/9/26, 21, 13, 38, 6, , 
2023/9/27, 21, 16, 36, 3, , 
2023/9/28, 22, 15, 45, 3, , 
2023/9/29, 28, 18, 45, 2, , 
2023/9/30, 36, 18, 43, 1, , 
2023/4/1, 50, 16, 37, 1, 1, 
2023/4/2, 25, 10, 41, 2, 1, 
2023/4/3, 7, 10, 38, 2, , 
2023/4/4, 8, 13, 38, 1, , 
2023/4/5, 17, 11, 42, , , 
2023/4/6, 21, 11, 47, , , 
2023/4/13, 27, 17, 38, , , 
2023/4/14, 17, 18, 38, , , 
2023/4/15, 25, 14, 42, 1, , 
2023/4/16, 22, 14, 44, 2, , 
2023/4/17, 23, 18, 40, 1, , 
2023/4/18, 34, 13, 46, 1, , 
2023/4/20, 33, 18, 46, 1, , 
2023/4/21, 47, 20, 43, 2, , 
2023/4/22, 52, 24, 40, 2, , 
2023/4/23, 58, 19, 34, 4, , 
2023/4/24, 47, 19, 37, 7, , 
2023/4/25, 56, 15, 36, 3, , 
2023/4/26, 46, 11, 37, 4, , 
2023/4/27, 25, 15, 42, 7, , 
2023/4/28, 31, 15, 43, 2, , 
2023/4/29, 34, 12, 37, 2, , 
2023/4/30, 32, 9, 32, 2, , 
2023/5/1, 33, 11, 38, 3, , 
2023/5/2, 36, 13, 41, 4, , 
2023/5/3, 32, 15, 44, 1, , 
2023/5/4, 31, 13, 48, 3, , 
2023/5/5, 34, 12, 42, 6, , 
2023/5/6, 37, 14, 43, 5, , 
2023/5/7, 40, 11, 50, 5, 1, 
2023/5/8, 31, 13, 40, 5, 1, 
2023/5/9, 43, 13, 37, 2, , 
2023/5/10, 39, 16, 37, 3, , 
2023/5/11, 33, 9, 43, 3, , 
2023/5/12, 19, 6, 40, 2, , 
2023/5/13, 21, 9, 38, 2, , 
2023/5/14, 25, 11, 45, 4, 1, 
2023/5/15, 34, 15, 45, 5, , 
2023/5/16, 49, 15, 42, 3, , 
2023/5/17, 34, 18, 39, 4, , 
2023/5/18, 40, 18, 39, 5, , 
2023/5/19, 44, 11, 41, 4, , 
2023/5/20, 36, 12, 41, 4, , 
2023/5/21, 38, 13, 45, 3, , 
2023/5/22, 46, 15, 50, 4, , 
2023/5/23, 52, 17, 48, 4, , 
2023/5/24, 58, 12, 44, 4, , 
2023/5/25, 42, 12, 39, 4, , 
2023/5/26, 49, 20, 43, 3, 1, 
2023/5/27, 59, 28, 44, 2, 1, 
2023/5/28, 57, 29, 50, 3, 1, 
2023/5/29, 60, 28, 48, 6, , 
2023/5/30, 64, 19, 48, 3, , 
2023/5/31, 54, 15, 51, 4, , 
2023/6/1, 49, 17, 48, 6, , 
2023/6/2, 65, 14, 38, 4, , 
2023/6/3, 58, 12, 38, 5, , 
2023/6/4, 47, 12, 41, 5, , 
2023/6/5, 42, 12, 43, 2, , 
2023/6/6, 32, 12, 39, 2, , 
2023/6/8, 27, 15, 37, 3, , 
2023/6/9, 39, , 39, 3, , 
2023/6/10, 48, , 43, 1, , 
2023/6/11, 39, , 48, 2, , 
2023/6/12, 20, 13, 48, 4, , 
2023/6/13, 27, 11, 50, 2, , 
2023/6/14, 25, 15, 51, 4, , 
2023/6/15, 32, 19, 49, 5, , 
2023/6/16, 49, 18, 52, 2, , 
2023/6/17, 44, 17, 50, 3, , 
2023/6/18, 37, 14, 55, 2, , 
2023/6/19, 42, , 48, 5, , 
2023/6/20, 57, , 44, 2, , 
2023/6/21, 71, , 48, 2, , 
2023/6/22, 64, 17, 43, 1, , 
2023/6/23, 42, 16, 43, 4, , 
2023/6/24, 61, 17, 46, 5, 1, 
2023/6/25, 47, 18, 49, 7, , 
2023/6/26, 44, 22, 43, 5, , 
2023/6/27, 45, 19, 45, 7, , 
2023/6/28, 50, 21, 44, 9, , 
2023/6/29, 52, 19, 48, 4, , 
2023/6/30, 43, , 42, 2, , 
2023/1/2, 66, 26, 25, 2, 1, 
2023/1/3, 67, 13, 25, 3, 1, 
2023/1/4, 56, 9, 34, 3, 1, 
2023/1/5, 47, 9, 31, 3, 1, 
2023/1/6, 34, , 30, 1, 1, 
2023/1/7, 41, , 27, 2, 1, 
2023/1/8, 40, , 30, 1, 1, 
2023/1/9, 24, 10, 33, 2, 1, 
2023/1/10, 14, 11, 28, 2, 1, 
2023/1/11, 25, 11, 26, 4, 1, 
2023/1/12, 33, 14, 26, 5, 1, 
2023/1/13, 35, 14, 26, 4, 1, 
2023/1/14, 46, 10, 28, 2, 1, 
2023/1/15, 33, 8, 28, 2, 1, 
2023/1/16, 18, 8, 35, 1, 1, 
2023/1/17, 10, 8, 31, 1, 1, 
2023/1/18, 6, 7, 27, 2, 1, 
2023/1/19, 7, 7, 26, 4, 1, 
2023/1/20, 9, 8, 31, 1, 1, 
2023/1/21, 15, 8, 29, 1, 1, 
2023/1/22, 13, 10, 26, 5, 1, 
2023/1/23, 23, 12, 28, 3, 1, 
2023/1/24, 32, 10, 28, 3, 1, 
2023/1/25, 38, 13, 23, 6, 1, 
2023/1/26, 50, 12, 30, 5, 1, 
2023/1/27, 52, 13, 23, 4, 1, 
2023/1/28, 43, 13, 23, 4, 1, 
2023/1/29, 45, 13, 26, 2, 1, 
2023/1/30, 50, 15, 31, 4, 1, 
2023/1/31, 48, 15, 30, 3, 1, 
2023/2/1, 51, 15, 29, 7, 1, 
2023/2/2, 55, 19, 29, 6, 1, 
2023/2/3, 61, 17, 33, 2, 1, 
2023/2/4, 59, 18, 29, 4, , 
2023/2/5, 57, 15, 31, 4, 1, 
2023/2/6, 47, 9, 28, 2, 1, 
2023/2/7, 25, 10, 31, 3, , 
2023/2/8, 27, 13, 33, 3, 1, 
2023/2/9, 31, 18, 32, 5, 1, 
2023/2/10, 46, 14, 37, 5, 1, 
2023/2/11, 58, 12, 41, 2, 1, 
2023/2/12, 52, 13, 41, 4, 1, 
2023/2/13, 56, 14, 40, 4, 1, 
2023/2/14, 66, 12, 39, 5, 1, 
2023/2/15, 55, 15, 41, 8, 1, 
2023/2/16, 54, 17, 40, 3, 1, 
2023/2/17, 67, 21, 43, 4, 1, 
2023/2/18, 68, 20, 46, 5, 1, 
2023/2/19, 61, 16, 43, 8, 1, 
2023/2/20, 66, 15, 40, 7, 1, 
2023/2/21, 83, 19, 32, 7, 1, 
2023/2/22, 72, 19, 34, 10, 1, 
2023/2/23, 62, 13, 32, 2, 1, 
2023/2/24, 46, 9, 30, 2, 1, 
2023/2/25, 34, 10, 33, 3, 1, 
2023/2/26, 31, 8, 31, 3, 1, 
2023/2/27, 24, 10, 30, 2, 1, 
2023/2/28, 31, 12, 35, 3, 1, 
2023/3/1, 36, 15, 34, 3, 1, 
2023/3/2, 50, 17, 34, 7, 1, 
2023/3/3, 66, , 36, 4, 1, 
2023/3/4, 70, , 42, 4, 1, 
2023/3/5, 61, , 39, 4, 1, 
2023/3/6, 59, 17, 33, 4, 1, 
2023/3/7, 60, 15, 34, 3, 1, 
2023/3/8, 44, 11, 34, 3, 1, 
2023/3/9, 27, 11, 36, 1, , 
2023/3/10, 18, 17, 33, 1, 1, 
2023/3/11, 19, 15, 29, 2, 1, 
2023/3/12, 23, 13, 34, 3, 1, 
2023/3/13, 33, 19, 39, 2, 1, 
2023/3/14, 26, 19, 35, 4, 1, 
2023/3/15, 19, 19, 38, 6, 6, 
2023/3/16, 34, 14, 41, 3, 1, 
2023/3/17, 26, 19, 41, 2, 1, 
2023/3/18, 31, 18, 38, 3, 1, 
2023/3/19, 36, 10, 35, 2, 1, 
2023/3/20, 17, 10, 35, 2, 1, 
2023/3/21, 26, 14, 39, 3, 1, 
2023/3/22, 48, 19, 47, 3, 1, 
2023/3/23, 63, 18, 45, 3, 1, 
2023/3/24, 55, 16, 39, 1, 1, 
2023/3/25, 40, 16, 39, , 1, 
2023/3/26, 27, 19, 40, 2, 1, 
2023/3/27, 17, 18, 39, 3, 1, 
2023/3/28, 21, 17, 41, 2, 1, 
2023/3/29, 24, 18, 41, 4, 1, 
2023/3/30, 30, 22, 39, 3, 1, 
2022/10/1, 16, 10, 34, 2, , 
2022/10/2, 15, , 40, 2, 1, 
2022/10/3, 22, , 34, 5, 1, 
2022/10/4, 19, 11, 32, 2, , 
2022/10/5, 23, 13, 34, 2, , 
2022/10/6, 23, 13, 32, 2, , 
2022/10/7, 31, 11, 29, 2, , 
2022/10/8, 32, 15, 35, 4, , 
2022/10/9, 43, 19, 33, 4, , 
2022/10/10, 51, 18, 35, 2, , 
2022/10/11, 46, 14, 36, 1, , 
2022/10/12, 38, 15, 39, 2, , 
2022/10/13, 42, 20, 37, 5, , 
2022/10/14, 47, 18, 44, 2, , 
2022/10/15, 56, 17, 38, 6, , 
2022/10/16, 49, 17, 30, 3, , 
2022/10/17, 45, 26, 30, 8, , 
2022/10/18, 59, 49, 31, 6, , 
2022/10/19, 76, 51, 26, 8, , 
2022/10/20, 79, 41, 33, 2, , 
2022/10/21, 70, 21, 35, 2, 1, 
2022/10/22, 45, 21, 32, 2, , 
2022/10/23, 33, 31, 28, 2, 1, 
2022/10/24, 56, 18, 31, 6, 1, 
2022/10/25, 38, 37, 43, 13, , 
2022/10/26, 60, 47, 39, 7, , 
2022/10/27, 65, 32, 45, 5, , 
2022/10/28, 73, 31, 42, 2, , 
2022/10/29, 74, 39, 36, 5, , 
2022/10/30, 71, 33, 35, 3, , 
2022/10/31, 66, 27, 31, 2, , 
2022/11/1, 58, 15, 28, 4, , 
2022/11/2, 37, 16, 31, 2, , 
2022/11/3, 33, 13, 28, 1, 1, 
2022/11/4, 27, 14, 31, 2, 1, 
2022/11/5, 15, 14, 32, 2, 1, 
2022/11/6, 23, 14, 39, 2, 1, 
2022/11/7, 23, 10, 38, 1, , 
2022/11/8, 32, 14, 37, 2, , 
2022/11/9, 40, 13, 28, 4, , 
2022/11/10, 28, 10, 31, 2, , 
2022/11/11, 19, 15, 29, 3, , 
2022/11/12, 34, 15, 29, 4, , 
2022/11/13, 52, 16, 29, 4, , 
2022/11/14, 51, 18, 24, 4, 1, 
2022/11/15, 50, 11, 29, 2, 1, 
2022/11/16, 28, 9, 29, 2, 1, 
2022/11/17, 15, 10, 27, 4, 1, 
2022/11/18, 17, 10, 27, 2, , 
2022/11/19, 17, 10, 27, 2, 1, 
2022/11/20, 13, 10, 28, 2, 1, 
2022/11/21, 21, 10, 28, 1, 1, 
2022/11/22, 14, 10, 21, 3, 1, 
2022/11/23, 15, 13, 31, 2, 1, 
2022/11/24, 28, 16, 26, 4, 1, 
2022/11/25, 32, 9, 27, 1, 1, 
2022/11/26, 23, 11, 32, 3, 1, 
2022/11/27, 28, 9, 31, 4, , 
2022/11/28, 31, 8, 23, 4, 1, 
2022/11/29, 21, 9, 24, 6, 1, 
2022/11/30, 27, 10, 24, 5, 1, 
2022/12/1, 31, 9, 26, 3, 1, 
2022/12/2, 28, 9, 29, 2, 1, 
2022/12/3, 40, 9, 27, 2, 1, 
2022/12/4, 45, 7, 30, 3, 1, 
2022/12/5, 36, 10, 28, 5, 1, 
2022/12/6, 40, 15, 17, 9, 1, 
2022/12/7, 68, 16, 28, 10, 1, 
2022/12/8, 79, 9, 27, 3, 1, 
2022/12/9, 61, 7, 27, 1, 1, 
2022/12/10, 24, 8, 26, 3, 1, 
2022/12/11, 19, 10, 20, 4, 1, 
2022/12/12, 31, , 23, 2, 1, 
2022/12/13, 38, , 30, 6, 1, 
2022/12/14, 52, 5, 24, 3, 1, 
2022/12/15, 30, 8, 22, 1, , 
2022/12/16, 19, 9, 17, 4, 1, 
2022/12/17, 28, 10, 26, 3, 1, 
2022/12/18, 45, 9, 34, 2, 1, 
2022/12/19, 49, 9, 32, 2, , 
2022/12/20, 47, 10, 22, 2, 1, 
2022/12/21, 47, 9, 22, 1, 1, 
2022/12/22, 36, 8, 22, 1, , 
2022/12/23, 19, 7, 28, 1, 1, 
2022/12/24, 15, , 29, 2, 1, 
2022/12/25, 29, , 29, 2, 1, 
2022/12/26, 44, , 28, 1, 1, 
2022/12/27, 48, 15, 28, 3, 1, 
2022/12/28, 55, 17, 27, 1, 1, 
2022/12/29, 52, 14, 25, 1, 1, 
2022/12/30, 34, 13, 32, 2, 1, 
2022/12/31, 26, 17, 31, 2, , 
2023/1/1, 52, 28, 34, 8, 1, 
2022/7/12, 36, 19, 50, 7, , 
2022/7/13, 29, 19, 49, 5, 1, 
2022/7/14, 28, 17, 44, 4, , 
2022/7/15, 31, 18, 56, 7, 1, 
2022/7/16, 34, 20, 60, 3, , 
2022/7/20, 46, 21, 46, 4, , 
2022/7/21, 61, 27, 50, 3, , 
2022/7/22, 62, 27, 44, 2, , 
2022/7/23, 75, 24, 36, 3, , 
2022/7/24, 123, , 48, 2, , 
2022/7/25, 82, , 45, 4, , 
2022/7/26, 69, , 35, 2, , 
2022/7/27, 78, 21, 33, 2, , 
2022/7/28, 66, 21, 38, 3, , 
2022/7/29, 63, 23, 36, 3, , 
2022/7/30, 50, 17, 46, 2, , 
2022/7/31, 34, 14, 42, 2, , 
2022/8/1, 32, 15, 43, 3, , 
2022/8/2, 36, 18, 45, 3, , 
2022/8/3, 35, 16, 48, 2, , 
2022/8/4, 35, 15, 44, 2, , 
2022/8/5, 46, 16, 54, 2, , 
2022/8/6, 37, 13, 49, 2, , 
2022/8/7, 35, 14, 50, 3, , 
2022/8/8, 27, 15, 50, 4, , 
2022/8/9, 38, 19, 60, 4, , 
2022/8/10, 34, 18, 50, 2, , 
2022/8/11, 35, 17, 51, 2, 1, 
2022/8/12, 48, 17, 49, 2, , 
2022/8/13, 69, 21, 48, 3, , 
2022/8/14, 86, 32, 46, 2, , 
2022/8/15, 63, 30, 44, 1, , 
2022/8/16, 55, 22, 44, 3, , 
2022/8/17, 81, 24, 44, 3, , 
2022/8/18, 53, 18, 39, 1, , 
2022/8/19, 23, 10, 45, 2, , 
2022/8/20, 19, 11, 41, 1, , 
2022/8/21, 27, 11, 39, 2, , 
2022/8/22, 40, 12, 34, 3, , 
2022/8/23, 35, 14, 36, 2, , 
2022/8/25, 23, 15, 39, 3, , 
2022/8/26, 23, 12, 42, 1, , 
2022/8/28, 21, 13, 44, 1, , 
2022/8/29, 25, 16, 43, 2, , 
2022/8/30, 28, 20, 41, 2, , 
2022/8/31, 37, 20, 43, 3, , 
2022/9/1, 29, 10, 46, 3, , 
2022/9/2, 44, 21, 45, 3, , 
2022/9/3, 50, 25, 37, 2, , 
2022/9/4, 52, 24, 34, 1, , 
2022/9/5, 53, 28, 30, 2, , 
2022/9/7, 48, 28, 36, 4, , 
2022/9/8, 36, 21, 41, 4, , 
2022/9/9, 30, 18, 36, 4, , 
2022/9/10, 23, 14, 36, 2, , 
2022/9/11, 23, 14, 32, 2, , 
2022/9/12, 23, , 32, 3, , 
2022/9/13, 25, 16, 29, 2, , 
2022/9/14, 32, 17, 30, 2, , 
2022/9/15, 34, 15, 40, 3, , 
2022/9/16, 28, 15, 36, 4, , 
2022/9/17, 28, 12, 37, 2, , 
2022/9/18, 26, 15, 36, 3, , 
2022/9/19, 29, 17, 50, 5, , 
2022/9/20, 33, 17, 37, 4, , 
2022/9/21, 27, , 38, 3, , 
2022/9/22, 23, 16, 43, 2, , 
2022/9/23, 30, 18, 42, 5, , 
2022/9/24, 25, 12, 38, 1, , 
2022/9/25, 18, 8, 34, 1, , 
2022/9/26, 15, 9, 35, 1, , 
2022/9/27, 15, 10, 38, 3, , 
2022/9/28, 17, 12, 31, 1, , 
2022/9/29, 14, 13, 30, 3, , 
2022/9/30, 13, 10, 30, 2, , 
2022/5/3, 52, 13, 39, 3, , 
2022/5/4, 52, 12, 31, 2, , 
2022/5/5, 42, 11, 31, 3, , 
2022/5/6, 35, 13, 44, 5, , 
2022/5/7, 28, 12, 46, 4, , 
2022/5/8, 32, 14, 48, 3, , 
2022/5/9, 38, 18, 45, 4, , 
2022/5/10, 39, 26, 48, 3, , 
2022/5/11, 39, 27, 44, 3, , 
2022/5/12, 45, 24, 43, 4, , 
2022/5/13, 47, 23, 41, 6, , 
2022/5/14, 48, 22, 51, 3, , 
2022/5/15, 39, 26, 49, 3, , 
2022/5/16, 44, 34, 51, 6, , 
2022/5/17, 59, 33, 42, 11, , 
2022/5/18, 65, 33, 44, 8, , 
2022/5/19, 63, 28, 40, 7, , 
2022/5/20, 52, , 50, 7, , 
2022/5/21, 49, , 48, 5, , 
2022/5/22, 38, , 48, 3, , 
2022/5/23, 42, 20, 46, 6, , 
2022/5/24, 36, 9, 34, 4, , 
2022/5/25, 19, 9, 30, 1, , 
2022/5/26, 11, 15, 41, 3, , 
2022/5/27, 22, 21, 55, 4, , 
2022/5/28, 34, 24, 41, 5, , 
2022/5/29, 41, 19, 43, 6, , 
2022/5/30, 33, 19, 45, 4, , 
2022/5/31, 27, 24, 45, 7, , 
2022/6/1, 44, 26, 41, 5, , 
2022/6/2, 56, 26, 40, 5, , 
2022/6/3, 55, 31, 35, 4, , 
2022/6/4, 66, 27, 35, 6, , 
2022/6/5, 56, 20, 37, 2, , 
2022/6/6, 46, 20, 41, 1, , 
2022/6/7, 40, 18, 42, 4, , 
2022/6/8, 36, 15, 40, 2, , 
2022/6/9, 28, 21, 32, 2, , 
2022/6/10, 34, 19, 37, 3, , 
2022/6/11, 29, 20, 40, 2, , 
2022/6/12, 29, 19, 46, 4, 1, 
2022/6/13, 30, 19, 47, 3, 1, 
2022/6/14, 23, 25, 50, 5, , 
2022/6/15, 30, 28, 44, 7, 1, 
2022/6/16, 34, 29, 43, 5, 1, 
2022/6/17, 30, 33, 67, 6, 1, 
2022/6/18, 42, 25, 58, 3, , 
2022/6/19, 49, 29, 46, 1, , 
2022/6/20, 51, 42, 49, 5, , 
2022/6/21, 57, 43, 34, 6, , 
2022/6/22, 59, 33, 38, 3, , 
2022/6/23, 57, 25, 42, 2, 1, 
2022/1/3, 79, 15, 23, 2, , 
2022/1/4, 80, 14, 25, 3, , 
2022/1/5, 58, 7, 26, , , 
2022/1/6, 26, 8, 25, 5, , 
2022/1/7, 22, 9, 26, , , 
2022/1/8, 21, 9, 26, , , 
2022/1/9, 11, 7, 24, 5, , 
2022/1/10, 18, 7, 23, 6, , 
2022/1/11, 36, 13, 23, 5, , 
2022/1/12, 39, 15, 29, 11, , 
2022/1/13, 51, 14, 30, 4, , 
2022/1/14, 53, 14, 29, 2, , 
2022/1/15, 52, 14, 29, 4, , 
2022/1/16, 66, 12, 30, 3, , 
2022/1/17, 63, 15, 26, 4, , 
2022/1/18, 64, 13, 27, 5, , 
2022/1/19, 65, 15, 28, 5, , 
